VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes aegypti,1241,unpublished,polygon,2,-21.78,-48.46,Brazil,BRA,37,
Aedes aegypti,1242,unpublished,polygon,2,-21.78,-51.17,Brazil,BRA,37,
Aedes aegypti,1243,unpublished,polygon,2,-21.78,-48.56,Brazil,BRA,37,
Aedes aegypti,1244,unpublished,polygon,2,-21.77,-45.65,Brazil,BRA,37,
Aedes aegypti,1245,unpublished,polygon,2,-21.77,-50.42,Brazil,BRA,37,
Aedes aegypti,1246,unpublished,polygon,2,-21.77,-42.56,Brazil,BRA,37,
Aedes aegypti,1247,unpublished,polygon,2,-21.76,-43.02,Brazil,BRA,37,
Aedes aegypti,1248,unpublished,polygon,2,-21.76,-41.09,Brazil,BRA,37,
Aedes aegypti,1249,unpublished,polygon,2,-21.76,-43.42,Brazil,BRA,37,
Aedes aegypti,1250,unpublished,polygon,2,-21.76,-49.31,Brazil,BRA,37,
Aedes aegypti,1251,unpublished,polygon,2,-21.76,-46.93,Brazil,BRA,37,
Aedes aegypti,1252,unpublished,polygon,2,-21.76,-48.17,Brazil,BRA,37,
Aedes aegypti,1253,unpublished,polygon,2,-21.75,-46.75,Brazil,BRA,37,
Aedes aegypti,1254,unpublished,polygon,2,-21.74,-44.96,Brazil,BRA,37,
Aedes aegypti,1255,unpublished,polygon,2,-21.73,-44.28,Brazil,BRA,37,
Aedes aegypti,1256,unpublished,polygon,2,-21.73,-49.56,Brazil,BRA,37,
Aedes aegypti,1257,unpublished,polygon,2,-21.73,-43.1,Brazil,BRA,37,
Aedes aegypti,1258,unpublished,polygon,2,-21.73,-42.09,Brazil,BRA,37,
Aedes aegypti,1259,unpublished,polygon,2,-21.73,-50.96,Brazil,BRA,37,
Aedes aegypti,1260,unpublished,polygon,2,-21.73,-48.62,Brazil,BRA,37,
Aedes aegypti,1261,unpublished,polygon,2,-21.72,-48.03,Brazil,BRA,37,
Aedes aegypti,1262,unpublished,polygon,2,-21.72,-49.35,Brazil,BRA,37,
Aedes aegypti,1263,unpublished,polygon,2,-21.71,-42.47,Brazil,BRA,37,
Aedes aegypti,1264,unpublished,polygon,2,-21.71,-50.86,Brazil,BRA,37,
Aedes aegypti,1265,unpublished,polygon,2,-21.7,-51.38,Brazil,BRA,37,
Aedes aegypti,1266,unpublished,polygon,2,-21.7,-45.22,Brazil,BRA,37,
Aedes aegypti,1267,unpublished,polygon,2,-21.7,-42.96,Brazil,BRA,37,
Aedes aegypti,1268,unpublished,polygon,2,-21.69,-43.21,Brazil,BRA,37,
Aedes aegypti,1269,unpublished,polygon,2,-21.68,-50.72,Brazil,BRA,37,
Aedes aegypti,1270,unpublished,polygon,2,-21.68,-47.51,Brazil,BRA,37,
Aedes aegypti,1271,unpublished,polygon,2,-21.68,-45.9,Brazil,BRA,37,
Aedes aegypti,1272,unpublished,polygon,2,-21.67,-44.6,Brazil,BRA,37,
Aedes aegypti,1273,unpublished,polygon,2,-21.67,-50.35,Brazil,BRA,37,
Aedes aegypti,1274,unpublished,polygon,2,-21.67,-41.75,Brazil,BRA,37,
Aedes aegypti,1275,unpublished,polygon,2,-21.67,-46.71,Brazil,BRA,37,
Aedes aegypti,1276,unpublished,polygon,2,-21.67,-48.05,Brazil,BRA,37,
Aedes aegypti,1277,unpublished,polygon,2,-21.66,-42.35,Brazil,BRA,37,
Aedes aegypti,1278,unpublished,polygon,2,-21.66,-50.53,Brazil,BRA,37,
Aedes aegypti,1279,unpublished,polygon,2,-21.65,-42.13,Brazil,BRA,37,
Aedes aegypti,1280,unpublished,polygon,2,-21.65,-54.46,Brazil,BRA,37,
Aedes aegypti,1281,unpublished,polygon,2,-21.65,-41.43,Brazil,BRA,37,
Aedes aegypti,1282,unpublished,polygon,2,-21.65,-49.69,Brazil,BRA,37,
Aedes aegypti,1283,unpublished,polygon,2,-21.63,-51.01,Brazil,BRA,37,
Aedes aegypti,1284,unpublished,polygon,2,-21.62,-48.44,Brazil,BRA,37,
Aedes aegypti,1285,unpublished,polygon,2,-21.61,-50.18,Brazil,BRA,37,
Aedes aegypti,1286,unpublished,polygon,2,-21.61,-56.42,Brazil,BRA,37,
Aedes aegypti,1287,unpublished,polygon,2,-21.61,-49.08,Brazil,BRA,37,
Aedes aegypti,1288,unpublished,polygon,2,-21.6,-45.59,Brazil,BRA,37,
Aedes aegypti,1289,unpublished,polygon,2,-21.6,-47.24,Brazil,BRA,37,
Aedes aegypti,1290,unpublished,polygon,2,-21.6,-46.9,Brazil,BRA,37,
Aedes aegypti,1291,unpublished,polygon,2,-21.59,-43.95,Brazil,BRA,37,
Aedes aegypti,1292,unpublished,polygon,2,-21.59,-43.01,Brazil,BRA,37,
Aedes aegypti,1293,unpublished,polygon,2,-21.59,-50.87,Brazil,BRA,37,
Aedes aegypti,1294,unpublished,polygon,2,-21.58,-51.07,Brazil,BRA,37,
Aedes aegypti,1295,unpublished,polygon,2,-21.58,-50.66,Brazil,BRA,37,
Aedes aegypti,1296,unpublished,polygon,2,-21.58,-48.01,Brazil,BRA,37,
Aedes aegypti,1297,unpublished,polygon,2,-21.58,-50.47,Brazil,BRA,37,
Aedes aegypti,1298,unpublished,polygon,2,-21.57,-42.18,Brazil,BRA,37,
Aedes aegypti,1299,unpublished,polygon,2,-21.57,-45.4,Brazil,BRA,37,
Aedes aegypti,1300,unpublished,polygon,2,-21.57,-45.76,Brazil,BRA,37,
Aedes aegypti,1301,unpublished,polygon,2,-21.57,-45.07,Brazil,BRA,37,
Aedes aegypti,1302,unpublished,polygon,2,-21.56,-43.18,Brazil,BRA,37,
Aedes aegypti,1303,unpublished,polygon,2,-21.56,-51.6,Brazil,BRA,37,
Aedes aegypti,1304,unpublished,polygon,2,-21.56,-46.63,Brazil,BRA,37,
Aedes aegypti,1305,unpublished,polygon,2,-21.55,-49.74,Brazil,BRA,37,
Aedes aegypti,1306,unpublished,polygon,2,-21.55,-51.17,Brazil,BRA,37,
Aedes aegypti,1307,unpublished,polygon,2,-21.55,-47.78,Brazil,BRA,37,
Aedes aegypti,1308,unpublished,polygon,2,-21.55,-50.34,Brazil,BRA,37,
Aedes aegypti,1309,unpublished,polygon,2,-21.54,-42.66,Brazil,BRA,37,
Aedes aegypti,1310,unpublished,polygon,2,-21.54,-48.79,Brazil,BRA,37,
Aedes aegypti,1311,unpublished,polygon,2,-21.54,-55.98,Brazil,BRA,37,
Aedes aegypti,1312,unpublished,polygon,2,-21.54,-41.51,Brazil,BRA,37,
Aedes aegypti,1313,unpublished,polygon,2,-21.52,-44.9,Brazil,BRA,37,
Aedes aegypti,1314,unpublished,polygon,2,-21.52,-48.17,Brazil,BRA,37,
Aedes aegypti,1315,unpublished,polygon,2,-21.52,-42.45,Brazil,BRA,37,
Aedes aegypti,1316,unpublished,polygon,2,-21.52,-46.25,Brazil,BRA,37,
Aedes aegypti,1317,unpublished,polygon,2,-21.51,-48.35,Brazil,BRA,37,
Aedes aegypti,1318,unpublished,polygon,2,-21.51,-50.57,Brazil,BRA,37,
Aedes aegypti,1319,unpublished,polygon,2,-21.5,-47.36,Brazil,BRA,37,
Aedes aegypti,1320,unpublished,polygon,2,-21.5,-51.28,Brazil,BRA,37,
Aedes aegypti,1321,unpublished,polygon,2,-21.5,-51.74,Brazil,BRA,37,
Aedes aegypti,1322,unpublished,polygon,2,-21.49,-49.81,Brazil,BRA,37,
Aedes aegypti,1323,unpublished,polygon,2,-21.48,-41.91,Brazil,BRA,37,
Aedes aegypti,1324,unpublished,polygon,2,-21.48,-49.57,Brazil,BRA,37,
Aedes aegypti,1325,unpublished,polygon,2,-21.48,-43.5,Brazil,BRA,37,
Aedes aegypti,1326,unpublished,polygon,2,-21.48,-43.15,Brazil,BRA,37,
Aedes aegypti,1327,unpublished,polygon,2,-21.48,-49.31,Brazil,BRA,37,
Aedes aegypti,1328,unpublished,polygon,2,-21.47,-51.35,Brazil,BRA,37,
Aedes aegypti,1329,unpublished,polygon,2,-21.47,-49.95,Brazil,BRA,37,
Aedes aegypti,1330,unpublished,polygon,2,-21.47,-47.6,Brazil,BRA,37,
Aedes aegypti,1331,unpublished,polygon,2,-21.47,-55.33,Brazil,BRA,37,
Aedes aegypti,1332,unpublished,polygon,2,-21.46,-51.43,Brazil,BRA,37,
Aedes aegypti,1333,unpublished,polygon,2,-21.46,-45.82,Brazil,BRA,37,
Aedes aegypti,1334,unpublished,polygon,2,-21.46,-51.86,Brazil,BRA,37,
Aedes aegypti,1335,unpublished,polygon,2,-21.46,-54.16,Brazil,BRA,37,
Aedes aegypti,1336,unpublished,polygon,2,-21.46,-46.73,Brazil,BRA,37,
Aedes aegypti,1337,unpublished,polygon,2,-21.46,-41.67,Brazil,BRA,37,
Aedes aegypti,1338,unpublished,polygon,2,-21.45,-45.2,Brazil,BRA,37,
Aedes aegypti,1339,unpublished,polygon,2,-21.45,-41.14,Brazil,BRA,37,
Aedes aegypti,1340,unpublished,polygon,2,-21.45,-48.0,Brazil,BRA,37,
Aedes aegypti,1341,unpublished,polygon,2,-21.45,-47.01,Brazil,BRA,37,
Aedes aegypti,1342,unpublished,polygon,2,-21.45,-42.97,Brazil,BRA,37,
Aedes aegypti,1343,unpublished,polygon,2,-21.45,-48.37,Brazil,BRA,37,
Aedes aegypti,1344,unpublished,polygon,2,-21.44,-48.52,Brazil,BRA,37,
Aedes aegypti,1345,unpublished,polygon,2,-21.44,-42.33,Brazil,BRA,37,
Aedes aegypti,1346,unpublished,polygon,2,-21.43,-42.85,Brazil,BRA,37,
Aedes aegypti,1347,unpublished,polygon,2,-21.42,-44.95,Brazil,BRA,37,
Aedes aegypti,1348,unpublished,polygon,2,-21.42,-50.49,Brazil,BRA,37,
Aedes aegypti,1349,unpublished,polygon,2,-21.41,-45.49,Brazil,BRA,37,
Aedes aegypti,1350,unpublished,polygon,2,-21.4,-48.22,Brazil,BRA,37,
Aedes aegypti,1351,unpublished,polygon,2,-21.39,-50.13,Brazil,BRA,37,
Aedes aegypti,1352,unpublished,polygon,2,-21.39,-42.15,Brazil,BRA,37,
Aedes aegypti,1353,unpublished,polygon,2,-21.39,-41.94,Brazil,BRA,37,
Aedes aegypti,1354,unpublished,polygon,2,-21.38,-51.6,Brazil,BRA,37,
Aedes aegypti,1355,unpublished,polygon,2,-21.37,-46.52,Brazil,BRA,37,
Aedes aegypti,1356,unpublished,polygon,2,-21.37,-49.07,Brazil,BRA,37,
Aedes aegypti,1357,unpublished,polygon,2,-21.37,-43.05,Brazil,BRA,37,
Aedes aegypti,1358,unpublished,polygon,2,-21.36,-46.0,Brazil,BRA,37,
Aedes aegypti,1359,unpublished,polygon,2,-21.36,-50.28,Brazil,BRA,37,
Aedes aegypti,1360,unpublished,polygon,2,-21.36,-43.26,Brazil,BRA,37,
Aedes aegypti,1361,unpublished,polygon,2,-21.35,-46.94,Brazil,BRA,37,
Aedes aegypti,1362,unpublished,polygon,2,-21.35,-42.46,Brazil,BRA,37,
Aedes aegypti,1363,unpublished,polygon,2,-21.35,-46.13,Brazil,BRA,37,
Aedes aegypti,1364,unpublished,polygon,2,-21.35,-48.07,Brazil,BRA,37,
Aedes aegypti,1365,unpublished,polygon,2,-21.35,-50.75,Brazil,BRA,37,
Aedes aegypti,1366,unpublished,polygon,2,-21.34,-44.71,Brazil,BRA,37,
Aedes aegypti,1367,unpublished,polygon,2,-21.34,-48.63,Brazil,BRA,37,
Aedes aegypti,1368,unpublished,polygon,2,-21.34,-49.51,Brazil,BRA,37,
Aedes aegypti,1369,unpublished,polygon,2,-21.33,-42.65,Brazil,BRA,37,
Aedes aegypti,1370,unpublished,polygon,2,-21.33,-42.8,Brazil,BRA,37,
Aedes aegypti,1371,unpublished,polygon,2,-21.32,-42.88,Brazil,BRA,37,
Aedes aegypti,1372,unpublished,polygon,2,-21.32,-48.69,Brazil,BRA,37,
Aedes aegypti,1373,unpublished,polygon,2,-21.32,-48.83,Brazil,BRA,37,
Aedes aegypti,1374,unpublished,polygon,2,-21.32,-51.65,Brazil,BRA,37,
Aedes aegypti,1375,unpublished,polygon,2,-21.32,-50.21,Brazil,BRA,37,
Aedes aegypti,1376,unpublished,polygon,2,-21.32,-50.86,Brazil,BRA,37,
Aedes aegypti,1377,unpublished,polygon,2,-21.31,-47.77,Brazil,BRA,37,
Aedes aegypti,1378,unpublished,polygon,2,-21.31,-51.74,Brazil,BRA,37,
Aedes aegypti,1379,unpublished,polygon,2,-21.31,-47.56,Brazil,BRA,37,
Aedes aegypti,1380,unpublished,polygon,2,-21.31,-46.32,Brazil,BRA,37,
Aedes aegypti,1381,unpublished,polygon,2,-21.29,-46.68,Brazil,BRA,37,
Aedes aegypti,1382,unpublished,polygon,2,-21.29,-49.92,Brazil,BRA,37,
Aedes aegypti,1383,unpublished,polygon,2,-21.29,-45.77,Brazil,BRA,37,
Aedes aegypti,1384,unpublished,polygon,2,-21.29,-47.44,Brazil,BRA,37,
Aedes aegypti,1385,unpublished,polygon,2,-21.28,-47.33,Brazil,BRA,37,
Aedes aegypti,1386,unpublished,polygon,2,-21.28,-49.66,Brazil,BRA,37,
Aedes aegypti,1387,unpublished,polygon,2,-21.28,-44.83,Brazil,BRA,37,
Aedes aegypti,1388,unpublished,polygon,2,-21.28,-46.81,Brazil,BRA,37,
Aedes aegypti,1389,unpublished,polygon,2,-21.28,-50.62,Brazil,BRA,37,
Aedes aegypti,1390,unpublished,polygon,2,-21.27,-49.4,Brazil,BRA,37,
Aedes aegypti,1391,unpublished,polygon,2,-21.27,-47.14,Brazil,BRA,37,
Aedes aegypti,1392,unpublished,polygon,2,-21.26,-50.35,Brazil,BRA,37,
Aedes aegypti,1393,unpublished,polygon,2,-21.26,-45.02,Brazil,BRA,37,
Aedes aegypti,1394,unpublished,polygon,2,-21.26,-43.02,Brazil,BRA,37,
Aedes aegypti,1395,unpublished,polygon,2,-21.26,-45.49,Brazil,BRA,37,
Aedes aegypti,1396,unpublished,polygon,2,-21.26,-48.57,Brazil,BRA,37,
Aedes aegypti,1397,unpublished,polygon,2,-21.26,-49.15,Brazil,BRA,37,
Aedes aegypti,1398,unpublished,polygon,2,-21.25,-43.8,Brazil,BRA,37,
Aedes aegypti,1399,unpublished,polygon,2,-21.25,-42.13,Brazil,BRA,37,
Aedes aegypti,1400,unpublished,polygon,2,-21.25,-47.98,Brazil,BRA,37,
Aedes aegypti,1401,unpublished,polygon,2,-21.24,-51.57,Brazil,BRA,37,
Aedes aegypti,1402,unpublished,polygon,2,-21.24,-44.28,Brazil,BRA,37,
Aedes aegypti,1403,unpublished,polygon,2,-21.23,-43.17,Brazil,BRA,37,
Aedes aegypti,1404,unpublished,polygon,2,-21.23,-48.08,Brazil,BRA,37,
Aedes aegypti,1405,unpublished,polygon,2,-21.23,-46.18,Brazil,BRA,37,
Aedes aegypti,1406,unpublished,polygon,2,-21.23,-46.51,Brazil,BRA,37,
Aedes aegypti,1407,unpublished,polygon,2,-21.23,-52.67,Brazil,BRA,37,
Aedes aegypti,1408,unpublished,polygon,2,-21.23,-51.68,Brazil,BRA,37,
Aedes aegypti,1409,unpublished,polygon,2,-21.22,-49.27,Brazil,BRA,37,
Aedes aegypti,1410,unpublished,polygon,2,-21.22,-49.76,Brazil,BRA,37,
Aedes aegypti,1411,unpublished,polygon,2,-21.22,-41.89,Brazil,BRA,37,
Aedes aegypti,1412,unpublished,polygon,2,-21.21,-47.82,Brazil,BRA,37,
Aedes aegypti,1413,unpublished,polygon,2,-21.21,-47.6,Brazil,BRA,37,
Aedes aegypti,1414,unpublished,polygon,2,-21.21,-42.85,Brazil,BRA,37,
Aedes aegypti,1415,unpublished,polygon,2,-21.21,-44.61,Brazil,BRA,37,
Aedes aegypti,1416,unpublished,polygon,2,-21.21,-51.78,Brazil,BRA,37,
Aedes aegypti,1417,unpublished,polygon,2,-21.21,-57.32,Brazil,BRA,37,
Aedes aegypti,1418,unpublished,polygon,2,-21.21,-45.27,Brazil,BRA,37,
Aedes aegypti,1419,unpublished,polygon,2,-21.21,-48.29,Brazil,BRA,37,
Aedes aegypti,1420,unpublished,polygon,2,-21.2,-46.95,Brazil,BRA,37,
Aedes aegypti,1421,unpublished,polygon,2,-21.2,-49.57,Brazil,BRA,37,
Aedes aegypti,1422,unpublished,polygon,2,-21.2,-48.93,Brazil,BRA,37,
Aedes aegypti,1423,unpublished,polygon,2,-21.19,-50.94,Brazil,BRA,37,
Aedes aegypti,1424,unpublished,polygon,2,-21.18,-50.21,Brazil,BRA,37,
Aedes aegypti,1425,unpublished,polygon,2,-21.18,-42.78,Brazil,BRA,37,
Aedes aegypti,1426,unpublished,polygon,2,-21.18,-43.02,Brazil,BRA,37,
Aedes aegypti,1427,unpublished,polygon,2,-21.18,-45.42,Brazil,BRA,37,
Aedes aegypti,1428,unpublished,polygon,2,-21.18,-48.78,Brazil,BRA,37,
Aedes aegypti,1429,unpublished,polygon,2,-21.18,-43.35,Brazil,BRA,37,
Aedes aegypti,1430,unpublished,polygon,2,-21.18,-48.65,Brazil,BRA,37,
Aedes aegypti,1431,unpublished,polygon,2,-21.17,-44.93,Brazil,BRA,37,
Aedes aegypti,1432,unpublished,polygon,2,-21.17,-42.26,Brazil,BRA,37,
Aedes aegypti,1433,unpublished,polygon,2,-21.16,-41.08,Brazil,BRA,37,
Aedes aegypti,1434,unpublished,polygon,2,-21.15,-49.09,Brazil,BRA,37,
Aedes aegypti,1435,unpublished,polygon,2,-21.15,-45.08,Brazil,BRA,37,
Aedes aegypti,1436,unpublished,polygon,2,-21.15,-51.04,Brazil,BRA,37,
Aedes aegypti,1437,unpublished,polygon,2,-21.14,-42.63,Brazil,BRA,37,
Aedes aegypti,1438,unpublished,polygon,2,-21.14,-50.49,Brazil,BRA,37,
Aedes aegypti,1439,unpublished,polygon,2,-21.14,-48.42,Brazil,BRA,37,
Aedes aegypti,1440,unpublished,polygon,2,-21.14,-51.52,Brazil,BRA,37,
Aedes aegypti,1441,unpublished,polygon,2,-21.13,-48.54,Brazil,BRA,37,
Aedes aegypti,1442,unpublished,polygon,2,-21.13,-48.95,Brazil,BRA,37,
Aedes aegypti,1443,unpublished,polygon,2,-21.12,-44.22,Brazil,BRA,37,
Aedes aegypti,1444,unpublished,polygon,2,-21.12,-55.83,Brazil,BRA,37,
Aedes aegypti,1445,unpublished,polygon,2,-21.12,-44.16,Brazil,BRA,37,
Aedes aegypti,1446,unpublished,polygon,2,-21.11,-50.05,Brazil,BRA,37,
Aedes aegypti,1447,unpublished,polygon,2,-21.11,-42.98,Brazil,BRA,37,
Aedes aegypti,1448,unpublished,polygon,2,-21.11,-45.83,Brazil,BRA,37,
Aedes aegypti,1449,unpublished,polygon,2,-21.11,-48.03,Brazil,BRA,37,
Aedes aegypti,1450,unpublished,polygon,2,-21.1,-48.83,Brazil,BRA,37,
Aedes aegypti,1451,unpublished,polygon,2,-21.1,-46.21,Brazil,BRA,37,
Aedes aegypti,1452,unpublished,polygon,2,-21.1,-49.77,Brazil,BRA,37,
Aedes aegypti,1453,unpublished,polygon,2,-21.09,-40.88,Brazil,BRA,37,
Aedes aegypti,1454,unpublished,polygon,2,-21.09,-41.78,Brazil,BRA,37,
Aedes aegypti,1455,unpublished,polygon,2,-21.09,-51.11,Brazil,BRA,37,
Aedes aegypti,1456,unpublished,polygon,2,-21.09,-42.41,Brazil,BRA,37,
Aedes aegypti,1457,unpublished,polygon,2,-21.09,-54.91,Brazil,BRA,37,
Aedes aegypti,1458,unpublished,polygon,2,-21.08,-48.67,Brazil,BRA,37,
Aedes aegypti,1459,unpublished,polygon,2,-21.08,-47.21,Brazil,BRA,37,
Aedes aegypti,1460,unpublished,polygon,2,-21.08,-49.39,Brazil,BRA,37,
Aedes aegypti,1461,unpublished,polygon,2,-21.08,-47.04,Brazil,BRA,37,
Aedes aegypti,1462,unpublished,polygon,2,-21.07,-41.6,Brazil,BRA,37,
Aedes aegypti,1463,unpublished,polygon,2,-21.07,-51.3,Brazil,BRA,37,
Aedes aegypti,1464,unpublished,polygon,2,-21.07,-49.22,Brazil,BRA,37,
Aedes aegypti,1465,unpublished,polygon,2,-21.07,-41.57,Brazil,BRA,37,
Aedes aegypti,1466,unpublished,polygon,2,-21.07,-49.05,Brazil,BRA,37,
Aedes aegypti,1467,unpublished,polygon,2,-21.07,-48.39,Brazil,BRA,37,
Aedes aegypti,1468,unpublished,polygon,2,-21.07,-41.36,Brazil,BRA,37,
Aedes aegypti,1469,unpublished,polygon,2,-21.06,-45.06,Brazil,BRA,37,
Aedes aegypti,1470,unpublished,polygon,2,-21.06,-52.49,Brazil,BRA,37,
Aedes aegypti,1471,unpublished,polygon,2,-21.06,-50.21,Brazil,BRA,37,
Aedes aegypti,1472,unpublished,polygon,2,-21.06,-45.66,Brazil,BRA,37,
Aedes aegypti,1473,unpublished,polygon,2,-21.05,-49.53,Brazil,BRA,37,
Aedes aegypti,1474,unpublished,polygon,2,-21.04,-47.62,Brazil,BRA,37,
Aedes aegypti,1475,unpublished,polygon,2,-21.04,-41.94,Brazil,BRA,37,
Aedes aegypti,1476,unpublished,polygon,2,-21.03,-45.19,Brazil,BRA,37,
Aedes aegypti,1477,unpublished,polygon,2,-21.02,-46.75,Brazil,BRA,37,
Aedes aegypti,1478,unpublished,polygon,2,-21.02,-42.85,Brazil,BRA,37,
Aedes aegypti,1479,unpublished,polygon,2,-21.02,-49.94,Brazil,BRA,37,
Aedes aegypti,1480,unpublished,polygon,2,-21.02,-42.7,Brazil,BRA,37,
Aedes aegypti,1481,unpublished,polygon,2,-21.02,-48.77,Brazil,BRA,37,
Aedes aegypti,1482,unpublished,polygon,2,-21.02,-44.8,Brazil,BRA,37,
Aedes aegypti,1483,unpublished,polygon,2,-21.01,-47.41,Brazil,BRA,37,
Aedes aegypti,1484,unpublished,polygon,2,-21.01,-46.53,Brazil,BRA,37,
Aedes aegypti,1485,unpublished,polygon,2,-21.0,-48.28,Brazil,BRA,37,
Aedes aegypti,1486,unpublished,polygon,2,-21.0,-47.84,Brazil,BRA,37,
Aedes aegypti,1487,unpublished,polygon,2,-21.0,-42.21,Brazil,BRA,37,
Aedes aegypti,1488,unpublished,polygon,2,-21.0,-51.3,Brazil,BRA,37,
Aedes aegypti,1489,unpublished,polygon,2,-20.99,-46.12,Brazil,BRA,37,
Aedes aegypti,1490,unpublished,polygon,2,-20.99,-43.0,Brazil,BRA,37,
Aedes aegypti,1491,unpublished,polygon,2,-20.99,-48.06,Brazil,BRA,37,
Aedes aegypti,1492,unpublished,polygon,2,-20.99,-40.94,Brazil,BRA,37,
Aedes aegypti,1493,unpublished,polygon,2,-20.99,-48.91,Brazil,BRA,37,
Aedes aegypti,1494,unpublished,polygon,2,-20.98,-45.44,Brazil,BRA,37,
Aedes aegypti,1495,unpublished,polygon,2,-20.98,-41.65,Brazil,BRA,37,
Aedes aegypti,1496,unpublished,polygon,2,-20.97,-41.19,Brazil,BRA,37,
Aedes aegypti,1497,unpublished,polygon,2,-20.96,-56.48,Brazil,BRA,37,
Aedes aegypti,1498,unpublished,polygon,2,-20.95,-48.85,Brazil,BRA,37,
Aedes aegypti,1499,unpublished,polygon,2,-20.95,-50.24,Brazil,BRA,37,
Aedes aegypti,1500,unpublished,polygon,2,-20.94,-44.58,Brazil,BRA,37,
Aedes aegypti,1501,unpublished,polygon,2,-20.94,-45.25,Brazil,BRA,37,
Aedes aegypti,1502,unpublished,polygon,2,-20.94,-49.58,Brazil,BRA,37,
Aedes aegypti,1503,unpublished,polygon,2,-20.94,-48.53,Brazil,BRA,37,
Aedes aegypti,1504,unpublished,polygon,2,-20.94,-49.02,Brazil,BRA,37,
Aedes aegypti,1505,unpublished,polygon,2,-20.94,-50.1,Brazil,BRA,37,
Aedes aegypti,1506,unpublished,polygon,2,-20.94,-45.81,Brazil,BRA,37,
Aedes aegypti,1507,unpublished,polygon,2,-20.93,-41.35,Brazil,BRA,37,
Aedes aegypti,1508,unpublished,polygon,2,-20.93,-49.43,Brazil,BRA,37,
Aedes aegypti,1509,unpublished,polygon,2,-20.93,-49.17,Brazil,BRA,37,
Aedes aegypti,1510,unpublished,polygon,2,-20.92,-44.94,Brazil,BRA,37,
Aedes aegypti,1511,unpublished,polygon,2,-20.92,-49.26,Brazil,BRA,37,
Aedes aegypti,1512,unpublished,polygon,2,-20.91,-48.69,Brazil,BRA,37,
Aedes aegypti,1513,unpublished,polygon,2,-20.91,-42.83,Brazil,BRA,37,
Aedes aegypti,1514,unpublished,polygon,2,-20.9,-47.02,Brazil,BRA,37,
Aedes aegypti,1515,unpublished,polygon,2,-20.9,-43.1,Brazil,BRA,37,
Aedes aegypti,1516,unpublished,polygon,2,-20.9,-51.6,Brazil,BRA,37,
Aedes aegypti,1517,unpublished,polygon,2,-20.89,-41.96,Brazil,BRA,37,
Aedes aegypti,1518,unpublished,polygon,2,-20.89,-44.06,Brazil,BRA,37,
Aedes aegypti,1519,unpublished,polygon,2,-20.89,-41.83,Brazil,BRA,37,
Aedes aegypti,1520,unpublished,polygon,2,-20.89,-49.78,Brazil,BRA,37,
Aedes aegypti,1521,unpublished,polygon,2,-20.89,-42.06,Brazil,BRA,37,
Aedes aegypti,1522,unpublished,polygon,2,-20.89,-46.77,Brazil,BRA,37,
Aedes aegypti,1523,unpublished,polygon,2,-20.89,-49.9,Brazil,BRA,37,
Aedes aegypti,1524,unpublished,polygon,2,-20.88,-48.31,Brazil,BRA,37,
Aedes aegypti,1525,unpublished,polygon,2,-20.88,-45.07,Brazil,BRA,37,
Aedes aegypti,1526,unpublished,polygon,2,-20.88,-49.64,Brazil,BRA,37,
Aedes aegypti,1527,unpublished,polygon,2,-20.88,-50.09,Brazil,BRA,37,
Aedes aegypti,1528,unpublished,polygon,2,-20.88,-54.26,Brazil,BRA,37,
Aedes aegypti,1529,unpublished,polygon,2,-20.88,-48.85,Brazil,BRA,37,
Aedes aegypti,1530,unpublished,polygon,2,-20.87,-42.98,Brazil,BRA,37,
Aedes aegypti,1531,unpublished,polygon,2,-20.87,-50.25,Brazil,BRA,37,
Aedes aegypti,1532,unpublished,polygon,2,-20.87,-42.6,Brazil,BRA,37,
Aedes aegypti,1533,unpublished,polygon,2,-20.87,-50.57,Brazil,BRA,37,
Aedes aegypti,1534,unpublished,polygon,2,-20.87,-51.31,Brazil,BRA,37,
Aedes aegypti,1535,unpublished,polygon,2,-20.87,-47.6,Brazil,BRA,37,
Aedes aegypti,1536,unpublished,polygon,2,-20.86,-44.3,Brazil,BRA,37,
Aedes aegypti,1537,unpublished,polygon,2,-20.85,-42.39,Brazil,BRA,37,
Aedes aegypti,1538,unpublished,polygon,2,-20.85,-49.98,Brazil,BRA,37,
Aedes aegypti,1539,unpublished,polygon,2,-20.84,-40.76,Brazil,BRA,37,
Aedes aegypti,1540,unpublished,polygon,2,-20.83,-49.51,Brazil,BRA,37,
Aedes aegypti,1541,unpublished,polygon,2,-20.83,-46.39,Brazil,BRA,37,
Aedes aegypti,1542,unpublished,polygon,2,-20.83,-47.85,Brazil,BRA,37,
Aedes aegypti,1543,unpublished,polygon,2,-20.81,-41.39,Brazil,BRA,37,
Aedes aegypti,1544,unpublished,polygon,2,-20.81,-45.56,Brazil,BRA,37,
Aedes aegypti,1545,unpublished,polygon,2,-20.81,-50.2,Brazil,BRA,37,
Aedes aegypti,1546,unpublished,polygon,2,-20.79,-41.72,Brazil,BRA,37,
Aedes aegypti,1547,unpublished,polygon,2,-20.79,-42.05,Brazil,BRA,37,
Aedes aegypti,1548,unpublished,polygon,2,-20.79,-48.8,Brazil,BRA,37,
Aedes aegypti,1549,unpublished,polygon,2,-20.78,-41.2,Brazil,BRA,37,
