X,Y,LOCATION_TYPE
-51.76,-15.08,presence
-40.87,-15.07,presence
-46.08,-15.07,presence
-53.29,-15.06,presence
-49.94,-15.04,presence
-44.59,-15.04,presence
-40.02,-15.04,presence
-41.9,-15.03,presence
-58.99,-15.02,presence
-42.94,-15.02,presence
-41.49,-15.01,presence
-40.33,-15.01,presence
-48.35,-15.01,presence
-58.01,-15.0,presence
-41.71,-15.0,presence
-39.3,-15.0,presence
-47.05,-14.99,presence
-43.26,-14.98,presence
-42.37,-14.96,presence
-41.23,-14.95,presence
-39.53,-14.95,presence
-58.49,-14.93,presence
-42.06,-14.93,presence
-39.92,-14.92,presence
-49.63,-14.92,presence
-49.26,-14.91,presence
-43.0,-14.9,presence
-48.9,-14.9,presence
-47.79,-14.89,presence
-40.57,-14.88,presence
-44.24,-14.88,presence
-39.84,-14.88,presence
-49.05,-14.87,presence
-56.25,-14.86,presence
-39.36,-14.86,presence
-40.19,-14.85,presence
-39.57,-14.85,presence
-43.76,-14.84,presence
-50.59,-14.83,presence
-53.75,-14.83,presence
-39.72,-14.83,presence
-42.34,-14.78,presence
-39.15,-14.77,presence
-56.69,-14.77,presence
-57.41,-14.76,presence
-39.43,-14.75,presence
-55.06,-14.75,presence
-49.35,-14.74,presence
-42.71,-14.73,presence
-56.94,-14.72,presence
-50.96,-14.72,presence
-40.48,-14.71,presence
-39.66,-14.71,presence
-49.73,-14.7,presence
-46.25,-14.7,presence
-41.73,-14.69,presence
-41.52,-14.68,presence
-52.33,-14.68,presence
-39.41,-14.68,presence
-39.57,-14.67,presence
-44.11,-14.67,presence
-39.87,-14.66,presence
-40.05,-14.65,presence
-41.27,-14.63,presence
-50.07,-14.63,presence
-59.34,-14.62,presence
-42.46,-14.62,presence
-40.92,-14.61,presence
-46.86,-14.59,presence
-41.98,-14.58,presence
-40.41,-14.58,presence
-46.63,-14.57,presence
-43.18,-14.57,presence
-46.18,-14.56,presence
-45.23,-14.54,presence
-43.55,-14.54,presence
-54.64,-14.54,presence
-49.48,-14.54,presence
-39.19,-14.52,presence
-56.85,-14.5,presence
-42.34,-14.49,presence
-48.41,-14.48,presence
-44.49,-14.47,presence
-42.68,-14.47,presence
-39.61,-14.47,presence
-57.32,-14.44,presence
-46.58,-14.44,presence
-46.05,-14.43,presence
-58.13,-14.43,presence
-47.42,-14.43,presence
-42.84,-14.43,presence
-59.81,-14.4,presence
-43.95,-14.4,presence
-46.31,-14.39,presence
-56.73,-14.39,presence
-55.84,-14.39,presence
-40.54,-14.38,presence
-39.96,-14.38,presence
-40.27,-14.37,presence
-39.49,-14.36,presence
-39.16,-14.35,presence
-41.85,-14.35,presence
-41.35,-14.33,presence
-49.08,-14.33,presence
-42.08,-14.32,presence
-49.58,-14.31,presence
-40.9,-14.31,presence
-49.29,-14.31,presence
-57.3,-14.3,presence
-39.57,-14.29,presence
-42.31,-14.27,presence
-39.42,-14.26,presence
-53.08,-14.26,presence
-39.82,-14.24,presence
-46.43,-14.22,presence
-41.7,-14.21,presence
-49.66,-14.2,presence
-43.21,-14.2,presence
-49.43,-14.18,presence
-42.83,-14.18,presence
-40.02,-14.17,presence
-40.71,-14.16,presence
-47.52,-14.16,presence
-51.8,-14.15,presence
-56.85,-14.14,presence
-49.97,-14.14,presence
-41.2,-14.13,presence
-43.65,-14.12,presence
-45.25,-14.11,presence
-39.87,-14.1,presence
-52.47,-14.09,presence
-46.71,-14.09,presence
-40.58,-14.08,presence
-38.97,-14.08,presence
-39.42,-14.06,presence
-39.52,-14.06,presence
-39.6,-14.05,presence
-39.74,-14.04,presence
-42.18,-14.03,presence
-49.36,-14.03,presence
-50.51,-14.03,presence
-48.93,-14.01,presence
-43.84,-14.0,presence
-39.64,-14.0,presence
-39.18,-14.0,presence
-42.48,-14.0,presence
-48.09,-13.99,presence
-44.23,-13.98,presence
-39.86,-13.98,presence
-40.13,-13.95,presence
-48.55,-13.89,presence
-46.48,-13.88,presence
-41.41,-13.86,presence
-42.96,-13.86,presence
-41.1,-13.86,presence
-39.18,-13.84,presence
-49.6,-13.84,presence
-51.12,-13.84,presence
-42.73,-13.83,presence
-41.72,-13.83,presence
-39.76,-13.81,presence
-49.08,-13.81,presence
-39.58,-13.81,presence
-39.36,-13.8,presence
-39.47,-13.8,presence
-42.05,-13.8,presence
-55.32,-13.78,presence
-50.2,-13.78,presence
-39.65,-13.78,presence
-46.99,-13.77,presence
-39.05,-13.75,presence
-44.44,-13.74,presence
-49.33,-13.71,presence
-48.86,-13.71,presence
-47.24,-13.69,presence
-40.96,-13.68,presence
-43.11,-13.66,presence
-57.88,-13.66,presence
-39.09,-13.65,presence
-39.6,-13.65,presence
-47.72,-13.64,presence
-41.73,-13.63,presence
-40.33,-13.58,presence
-39.22,-13.58,presence
-59.18,-13.58,presence
-39.52,-13.57,presence
-48.98,-13.56,presence
-42.54,-13.55,presence
-49.91,-13.54,presence
-40.95,-13.54,presence
-40.53,-13.54,presence
-39.93,-13.53,presence
-38.99,-13.52,presence
-56.08,-13.52,presence
-60.65,-13.51,presence
-40.15,-13.5,presence
-41.59,-13.5,presence
-44.04,-13.5,presence
-48.4,-13.5,presence
-45.31,-13.49,presence
-42.24,-13.49,presence
-40.34,-13.49,presence
-43.71,-13.48,presence
-39.44,-13.46,presence
-46.45,-13.45,presence
-39.89,-13.44,presence
-56.86,-13.44,presence
-39.79,-13.43,presence
-48.75,-13.43,presence
-42.06,-13.43,presence
-39.2,-13.38,presence
-41.36,-13.38,presence
-54.16,-13.34,presence
-39.59,-13.33,presence
-39.51,-13.33,presence
-42.54,-13.32,presence
-46.92,-13.31,presence
-39.69,-13.3,presence
-41.75,-13.3,presence
-39.87,-13.3,presence
-43.31,-13.28,presence
-49.27,-13.28,presence
-42.68,-13.26,presence
-49.68,-13.24,presence
-42.3,-13.23,presence
-40.03,-13.23,presence
-46.55,-13.22,presence
-59.78,-13.2,presence
-52.08,-13.19,presence
-39.34,-13.19,presence
-44.36,-13.19,presence
-40.31,-13.18,presence
-61.31,-13.18,presence
-40.65,-13.16,presence
-42.14,-13.14,presence
-60.54,-13.14,presence
-48.74,-13.11,presence
-44.22,-13.1,presence
-40.99,-13.1,presence
-39.08,-13.09,presence
-38.88,-13.09,presence
-43.95,-13.09,presence
-39.84,-13.08,presence
-41.42,-13.05,presence
-40.03,-13.05,presence
-41.87,-13.05,presence
-56.27,-13.05,presence
-48.35,-13.04,presence
-39.39,-13.04,presence
-38.68,-13.03,presence
-39.65,-13.02,presence
-61.74,-13.01,presence
-39.22,-13.01,presence
-39.09,-13.0,presence
-50.21,-12.99,presence
-54.62,-12.97,presence
-46.2,-12.97,presence
-58.56,-12.96,presence
-39.38,-12.95,presence
-38.99,-12.95,presence
-39.79,-12.94,presence
-39.57,-12.93,presence
-39.17,-12.91,presence
-43.49,-12.91,presence
-46.58,-12.89,presence
-38.76,-12.88,presence
-61.08,-12.88,presence
-41.3,-12.88,presence
-51.53,-12.88,presence
-45.44,-12.88,presence
-41.7,-12.88,presence
-53.45,-12.87,presence
-42.35,-12.87,presence
-42.14,-12.87,presence
-38.33,-12.86,presence
-48.66,-12.86,presence
-39.23,-12.86,presence
-39.09,-12.85,presence
-41.14,-12.85,presence
-49.77,-12.84,presence
-46.51,-12.83,presence
-38.94,-12.83,presence
-46.37,-12.82,presence
-47.08,-12.82,presence
-43.86,-12.81,presence
-40.14,-12.8,presence
-38.4,-12.77,presence
-57.24,-12.76,presence
-43.09,-12.75,presence
-47.76,-12.75,presence
-40.69,-12.74,presence
-39.21,-12.73,presence
-42.72,-12.73,presence
-39.37,-12.72,presence
-39.56,-12.72,presence
-39.75,-12.72,presence
-55.6,-12.69,presence
-38.49,-12.69,presence
-39.13,-12.69,presence
-38.9,-12.67,presence
-49.04,-12.67,presence
-44.47,-12.67,presence
-38.2,-12.67,presence
-39.0,-12.66,presence
-38.63,-12.64,presence
-46.43,-12.63,presence
-39.0,-12.62,presence
-40.86,-12.61,presence
-38.14,-12.61,presence
-39.08,-12.59,presence
-60.9,-12.58,presence
-39.19,-12.58,presence
-61.97,-12.57,presence
-56.52,-12.57,presence
-42.33,-12.55,presence
-38.76,-12.55,presence
-48.38,-12.54,presence
-41.57,-12.53,presence
-40.25,-12.52,presence
-38.49,-12.52,presence
-38.98,-12.51,presence
-44.13,-12.5,presence
-43.71,-12.49,presence
-38.14,-12.49,presence
-55.33,-12.49,presence
-62.14,-12.47,presence
-39.62,-12.46,presence
-39.26,-12.46,presence
-41.91,-12.45,presence
-38.73,-12.44,presence
-41.32,-12.42,presence
-49.12,-12.41,presence
-38.95,-12.41,presence
-38.6,-12.39,presence
-49.87,-12.39,presence
-39.15,-12.38,presence
-40.95,-12.38,presence
-63.17,-12.38,presence
-38.26,-12.35,presence
-46.55,-12.35,presence
-38.41,-12.33,presence
-38.74,-12.33,presence
-61.41,-12.31,presence
-50.96,-12.31,presence
-38.03,-12.31,presence
-39.33,-12.3,presence
-44.7,-12.28,presence
-40.61,-12.27,presence
-41.6,-12.26,presence
-38.61,-12.26,presence
-41.17,-12.24,presence
-49.28,-12.24,presence
-52.82,-12.23,presence
-38.78,-12.22,presence
-39.78,-12.21,presence
-51.65,-12.2,presence
-39.05,-12.2,presence
-42.75,-12.2,presence
-46.03,-12.2,presence
-43.56,-12.2,presence
-44.25,-12.18,presence
-39.24,-12.18,presence
-46.99,-12.15,presence
-47.31,-12.15,presence
-38.21,-12.14,presence
-56.77,-12.14,presence
-61.71,-12.14,presence
-39.37,-12.13,presence
-38.65,-12.13,presence
-60.29,-12.12,presence
-49.55,-12.12,presence
-38.44,-12.1,presence
-38.02,-12.1,presence
-40.25,-12.1,presence
-57.91,-12.1,presence
-48.81,-12.09,presence
-64.07,-12.09,presence
-42.47,-12.07,presence
-51.37,-12.07,presence
-46.58,-12.07,presence
-38.52,-12.06,presence
-38.75,-12.06,presence
-37.93,-12.04,presence
-41.06,-12.02,presence
-45.49,-12.02,presence
-42.15,-12.02,presence
-38.65,-12.02,presence
-41.52,-12.02,presence
-41.74,-11.98,presence
-43.16,-11.97,presence
-41.33,-11.97,presence
-38.86,-11.96,presence
-44.64,-11.96,presence
-40.15,-11.96,presence
-37.92,-11.95,presence
-49.2,-11.95,presence
-54.85,-11.95,presence
-39.09,-11.94,presence
-56.05,-11.94,presence
-38.99,-11.93,presence
-48.56,-11.93,presence
-61.46,-11.92,presence
-61.31,-11.91,presence
-39.6,-11.89,presence
-40.78,-11.89,presence
-63.26,-11.89,presence
-39.18,-11.88,presence
-39.89,-11.88,presence
-40.59,-11.87,presence
-37.69,-11.86,presence
-60.94,-11.86,presence
-41.85,-11.85,presence
-42.51,-11.84,presence
-38.73,-11.83,presence
-54.24,-11.82,presence
-39.44,-11.82,presence
-46.34,-11.81,presence
-46.77,-11.8,presence
-43.9,-11.8,presence
-43.02,-11.79,presence
-51.76,-11.79,presence
-38.91,-11.78,presence
-41.72,-11.78,presence
-56.71,-11.77,presence
-48.12,-11.77,presence
-38.41,-11.75,presence
-55.45,-11.74,presence
-61.79,-11.74,presence
-44.25,-11.74,presence
-38.18,-11.73,presence
-40.14,-11.73,presence
-47.75,-11.73,presence
-41.51,-11.72,presence
-39.15,-11.71,presence
-40.59,-11.69,presence
-62.06,-11.69,presence
-39.82,-11.68,presence
-37.99,-11.68,presence
-39.0,-11.68,presence
-45.37,-11.68,presence
-48.87,-11.66,presence
-62.22,-11.63,presence
-62.72,-11.62,presence
-39.65,-11.62,presence
-37.59,-11.61,presence
-40.08,-11.6,presence
-38.77,-11.57,presence
-41.9,-11.56,presence
-38.6,-11.55,presence
-47.07,-11.55,presence
-37.92,-11.54,presence
-54.26,-11.53,presence
-42.13,-11.53,presence
-40.31,-11.52,presence
-39.09,-11.52,presence
-41.8,-11.52,presence
-47.89,-11.51,presence
-38.96,-11.49,presence
-39.76,-11.49,presence
-38.14,-11.49,presence
-59.39,-11.49,presence
-39.39,-11.49,presence
-39.58,-11.49,presence
-39.31,-11.49,presence
-37.73,-11.48,presence
-55.07,-11.48,presence
-51.99,-11.48,presence
-47.13,-11.47,presence
-37.51,-11.47,presence
-40.28,-11.45,presence
-61.85,-11.44,presence
-39.94,-11.43,presence
-40.63,-11.42,presence
-38.36,-11.42,presence
-48.11,-11.41,presence
-42.12,-11.41,presence
-41.18,-11.4,presence
-39.45,-11.4,presence
-41.54,-11.4,presence
-37.67,-11.4,presence
-57.3,-11.4,presence
-42.6,-11.39,presence
-49.39,-11.38,presence
-40.1,-11.37,presence
-37.53,-11.37,presence
-60.82,-11.37,presence
-37.87,-11.37,presence
-48.94,-11.36,presence
-62.64,-11.33,presence
-64.47,-11.32,presence
-38.58,-11.32,presence
-41.86,-11.31,presence
-46.74,-11.31,presence
-61.4,-11.3,presence
-39.97,-11.3,presence
-41.98,-11.29,presence
-37.8,-11.27,presence
-37.59,-11.26,presence
-37.41,-11.25,presence
-39.05,-11.24,presence
-57.57,-11.23,presence
-51.81,-11.23,presence
-41.56,-11.22,presence
-37.65,-11.21,presence
-39.55,-11.2,presence
-47.56,-11.2,presence
-61.91,-11.19,presence
-38.21,-11.16,presence
-61.59,-11.16,presence
-49.08,-11.16,presence
-42.08,-11.14,presence
-40.23,-11.14,presence
-55.62,-11.13,presence
-41.02,-11.12,presence
-48.39,-11.12,presence
-62.42,-11.11,presence
-47.79,-11.11,presence
-38.51,-11.11,presence
-37.62,-11.1,presence
-40.67,-11.09,presence
-43.32,-11.08,presence
-37.99,-11.08,presence
-48.63,-11.07,presence
-56.78,-11.07,presence
-37.47,-11.06,presence
-37.33,-11.06,presence
-39.73,-11.05,presence
-50.09,-11.05,presence
-62.87,-11.05,presence
-40.18,-11.04,presence
-44.16,-11.04,presence
-41.68,-11.04,presence
-37.79,-11.02,presence
-37.1,-11.01,presence
-38.82,-11.0,presence
-40.13,-10.99,presence
-44.56,-10.99,presence
-51.04,-10.98,presence
-37.21,-10.97,presence
-49.31,-10.96,presence
-42.8,-10.96,presence
-38.4,-10.96,presence
-58.66,-10.95,presence
-41.87,-10.95,presence
-62.31,-10.93,presence
-54.0,-10.92,presence
-54.95,-10.91,presence
-40.38,-10.91,presence
-62.53,-10.89,presence
-39.46,-10.89,presence
-37.67,-10.88,presence
-68.61,-10.88,presence
-37.17,-10.87,presence
-45.78,-10.86,presence
-36.97,-10.85,presence
-41.16,-10.83,presence
-48.9,-10.83,presence
-40.63,-10.83,presence
-63.1,-10.82,presence
-38.11,-10.82,presence
-39.12,-10.81,presence
-37.19,-10.8,presence
-37.33,-10.79,presence
-36.98,-10.79,presence
-37.5,-10.78,presence
-37.57,-10.77,presence
-51.61,-10.76,presence
-38.51,-10.76,presence
-45.14,-10.76,presence
-39.49,-10.76,presence
-38.29,-10.75,presence
-47.28,-10.75,presence
-42.22,-10.74,presence
-37.82,-10.74,presence
-48.02,-10.74,presence
-40.15,-10.74,presence
-37.22,-10.73,presence
-40.34,-10.72,presence
-37.11,-10.72,presence
-70.01,-10.72,presence
-69.23,-10.7,presence
-46.41,-10.7,presence
-37.43,-10.7,presence
-36.97,-10.69,presence
-39.84,-10.69,presence
-37.02,-10.68,presence
-52.64,-10.68,presence
-37.15,-10.68,presence
-37.28,-10.67,presence
-56.09,-10.67,presence
-36.96,-10.67,presence
-44.85,-10.66,presence
-37.58,-10.66,presence
-48.88,-10.66,presence
-36.8,-10.66,presence
-62.63,-10.65,presence
-49.36,-10.64,presence
-37.24,-10.63,presence
-37.68,-10.63,presence
-38.64,-10.62,presence
-68.58,-10.61,presence
-40.25,-10.6,presence
-37.93,-10.6,presence
-37.32,-10.6,presence
-38.21,-10.59,presence
-37.76,-10.58,presence
-38.03,-10.58,presence
-43.73,-10.57,presence
-41.19,-10.57,presence
-55.43,-10.56,presence
-37.14,-10.56,presence
-48.48,-10.55,presence
-36.9,-10.54,presence
-48.94,-10.53,presence
-38.48,-10.52,presence
-36.62,-10.51,presence
-37.6,-10.51,presence
-62.01,-10.51,presence
-37.43,-10.5,presence
-63.83,-10.5,presence
-54.99,-10.49,presence
-37.04,-10.48,presence
-36.49,-10.47,presence
-38.92,-10.47,presence
-37.24,-10.46,presence
-36.54,-10.46,presence
-67.83,-10.45,presence
-40.1,-10.45,presence
-61.81,-10.45,presence
-36.8,-10.44,presence
-48.85,-10.42,presence
-44.19,-10.41,presence
-51.69,-10.41,presence
-64.55,-10.4,presence
-36.4,-10.4,presence
-58.59,-10.4,presence
-38.29,-10.39,presence
-45.14,-10.39,presence
-38.46,-10.38,presence
-36.96,-10.38,presence
-36.68,-10.38,presence
-37.38,-10.37,presence
-62.09,-10.36,presence
-37.72,-10.35,presence
-37.51,-10.35,presence
-47.49,-10.35,presence
-36.96,-10.33,presence
-36.87,-10.33,presence
-62.97,-10.33,presence
-37.2,-10.33,presence
-39.46,-10.32,presence
-38.17,-10.32,presence
-61.0,-10.31,presence
-44.56,-10.31,presence
-37.32,-10.3,presence
-36.34,-10.29,presence
-47.72,-10.29,presence
-50.8,-10.29,presence
-55.36,-10.29,presence
-36.64,-10.29,presence
-40.75,-10.28,presence
-37.97,-10.28,presence
-36.9,-10.27,presence
-37.05,-10.27,presence
-39.91,-10.25,presence
-63.36,-10.25,presence
-67.36,-10.24,presence
-37.23,-10.24,presence
-36.78,-10.24,presence
-36.5,-10.23,presence
-48.85,-10.22,presence
-53.89,-10.19,presence
-48.11,-10.19,presence
-36.89,-10.19,presence
-37.55,-10.19,presence
-43.95,-10.18,presence
-36.91,-10.17,presence
-49.21,-10.17,presence
-47.4,-10.16,presence
-36.62,-10.15,presence
-37.04,-10.15,presence
-41.68,-10.14,presence
-45.29,-10.12,presence
-37.96,-10.12,presence
-36.75,-10.11,presence
-36.86,-10.11,presence
-36.24,-10.1,presence
-59.69,-10.1,presence
-37.15,-10.1,presence
-62.31,-10.09,presence
-63.94,-10.09,presence
-37.01,-10.08,presence
-40.08,-10.08,presence
-37.62,-10.07,presence
-55.89,-10.06,presence
-36.79,-10.06,presence
-46.65,-10.04,presence
-56.4,-10.04,presence
-52.53,-10.04,presence
-37.09,-10.03,presence
-51.42,-10.02,presence
-38.86,-10.01,presence
-68.42,-10.0,presence
-49.12,-9.99,presence
-54.16,-9.98,presence
-63.02,-9.98,presence
-67.46,-9.98,presence
-48.02,-9.98,presence
-38.6,-9.97,presence
-44.34,-9.97,presence
-45.67,-9.97,presence
-36.76,-9.96,presence
-36.38,-9.96,presence
-36.56,-9.96,presence
-66.91,-9.95,presence
-49.79,-9.95,presence
-43.07,-9.94,presence
-44.84,-9.93,presence
-57.27,-9.93,presence
-39.5,-9.92,presence
-36.12,-9.92,presence
-37.45,-9.91,presence
-48.8,-9.9,presence
-36.67,-9.9,presence
-36.97,-9.89,presence
-35.97,-9.87,presence
-36.43,-9.87,presence
-37.7,-9.85,presence
-48.28,-9.84,presence
-35.94,-9.82,presence
-55.44,-9.81,presence
-37.17,-9.81,presence
-36.29,-9.81,presence
-36.73,-9.79,presence
-36.86,-9.79,presence
-54.62,-9.78,presence
-36.12,-9.78,presence
-49.71,-9.77,presence
-69.42,-9.77,presence
-43.92,-9.77,presence
-36.65,-9.76,presence
-36.46,-9.75,presence
-38.17,-9.74,presence
-37.86,-9.74,presence
-35.91,-9.72,presence
-48.6,-9.72,presence
-37.11,-9.7,presence
-63.42,-9.7,presence
-58.12,-9.7,presence
-61.55,-9.69,presence
-37.31,-9.69,presence
-62.77,-9.69,presence
-40.84,-9.67,presence
-36.32,-9.67,presence
-36.17,-9.66,presence
-37.46,-9.66,presence
-36.98,-9.66,presence
-37.23,-9.66,presence
-47.5,-9.64,presence
-35.82,-9.64,presence
-49.41,-9.64,presence
-36.79,-9.64,presence
-67.71,-9.64,presence
-42.31,-9.63,presence
-36.58,-9.63,presence
-48.15,-9.62,presence
-36.48,-9.61,presence
-35.83,-9.61,presence
-68.13,-9.6,presence
-36.02,-9.6,presence
-37.3,-9.59,presence
-35.84,-9.58,presence
-45.4,-9.58,presence
-45.0,-9.58,presence
-36.69,-9.57,presence
-36.42,-9.57,presence
-56.69,-9.57,presence
-36.49,-9.55,presence
-36.29,-9.55,presence
-35.69,-9.54,presence
-38.26,-9.54,presence
-37.25,-9.53,presence
-37.49,-9.53,presence
-44.43,-9.52,presence
-37.0,-9.51,presence
-46.23,-9.51,presence
-37.19,-9.51,presence
-37.74,-9.51,presence
-43.11,-9.5,presence
-36.08,-9.5,presence
-46.91,-9.5,presence
-40.34,-9.49,presence
-35.86,-9.48,presence
-42.78,-9.48,presence
-36.28,-9.47,presence
-37.36,-9.47,presence
-36.4,-9.47,presence
-49.3,-9.47,presence
-58.67,-9.47,presence
-36.93,-9.45,presence
-35.6,-9.44,presence
-37.81,-9.44,presence
-59.43,-9.42,presence
-36.59,-9.41,presence
-38.06,-9.4,presence
-48.69,-9.4,presence
-36.16,-9.39,presence
-36.77,-9.39,presence
-37.49,-9.39,presence
-37.06,-9.38,presence
-35.58,-9.38,presence
-49.84,-9.37,presence
-36.41,-9.37,presence
-37.25,-9.35,presence
-42.47,-9.34,presence
-36.09,-9.34,presence
-35.82,-9.34,presence
-36.28,-9.34,presence
-49.08,-9.33,presence
-36.87,-9.33,presence
-36.47,-9.31,presence
-37.71,-9.29,presence
-37.37,-9.29,presence
-42.91,-9.29,presence
-50.59,-9.28,presence
-35.95,-9.28,presence
-44.55,-9.26,presence
-38.93,-9.26,presence
-37.89,-9.26,presence
-35.79,-9.26,presence
-38.06,-9.25,presence
-36.27,-9.24,presence
-43.04,-9.24,presence
-37.41,-9.24,presence
-48.44,-9.24,presence
-35.51,-9.24,presence
-35.41,-9.24,presence
-38.63,-9.24,presence
-41.29,-9.24,presence
-35.62,-9.24,presence
-38.2,-9.22,presence
-36.03,-9.21,presence
-48.02,-9.2,presence
-62.01,-9.19,presence
-39.2,-9.19,presence
-42.9,-9.19,presence
-39.67,-9.19,presence
-38.4,-9.19,presence
-36.69,-9.18,presence
-42.51,-9.18,presence
-36.47,-9.17,presence
-35.41,-9.15,presence
-36.91,-9.14,presence
-63.08,-9.13,presence
-37.36,-9.13,presence
-62.69,-9.13,presence
-37.55,-9.13,presence
-36.02,-9.12,presence
-36.33,-9.12,presence
-36.2,-9.12,presence
-35.57,-9.11,presence
-37.03,-9.1,presence
-35.29,-9.09,presence
-48.55,-9.09,presence
-43.69,-9.08,presence
-43.36,-9.08,presence
-47.47,-9.08,presence
-36.62,-9.07,presence
-35.73,-9.07,presence
-43.15,-9.06,presence
-44.11,-9.06,presence
-40.58,-9.05,presence
-37.74,-9.04,presence
-35.43,-9.03,presence
-36.54,-9.03,presence
-37.31,-9.03,presence
-42.65,-9.03,presence
-47.86,-9.0,presence
-36.75,-9.0,presence
-36.31,-8.99,presence
-36.05,-8.99,presence
-64.52,-8.98,presence
-45.69,-8.97,presence
-35.26,-8.97,presence
-63.08,-8.96,presence
-42.28,-8.96,presence
-35.91,-8.96,presence
-35.52,-8.96,presence
-35.64,-8.95,presence
-48.25,-8.94,presence
-35.74,-8.94,presence
-36.5,-8.94,presence
-41.82,-8.92,presence
-49.01,-8.92,presence
-42.98,-8.92,presence
-38.03,-8.91,presence
-38.29,-8.91,presence
-49.54,-8.91,presence
-37.56,-8.9,presence
-70.81,-8.9,presence
-36.73,-8.89,presence
-48.79,-8.89,presence
-35.45,-8.89,presence
-35.54,-8.89,presence
-36.38,-8.88,presence
-36.28,-8.88,presence
-36.17,-8.87,presence
-35.2,-8.87,presence
-39.28,-8.85,presence
-35.65,-8.84,presence
-35.76,-8.83,presence
-36.04,-8.83,presence
-35.26,-8.82,presence
-68.14,-8.82,presence
-35.91,-8.82,presence
-36.68,-8.82,presence
-37.79,-8.81,presence
-40.23,-8.8,presence
-47.8,-8.8,presence
-43.99,-8.8,presence
-38.74,-8.77,presence
-48.42,-8.77,presence
-36.15,-8.75,presence
-35.22,-8.75,presence
-35.8,-8.74,presence
-36.32,-8.73,presence
-44.69,-8.73,presence
-36.46,-8.73,presence
-36.39,-8.72,presence
-47.13,-8.7,presence
-39.91,-8.7,presence
-35.73,-8.69,presence
-37.14,-8.69,presence
-35.89,-8.68,presence
-36.59,-8.68,presence
-35.48,-8.68,presence
-36.29,-8.67,presence
-37.35,-8.67,presence
-35.23,-8.66,presence
-36.92,-8.66,presence
-36.06,-8.66,presence
-35.63,-8.66,presence
-50.26,-8.64,presence
-36.19,-8.63,presence
-38.24,-8.62,presence
-35.38,-8.62,presence
-35.81,-8.6,presence
-41.06,-8.6,presence
-35.16,-8.58,presence
-57.8,-8.58,presence
-35.92,-8.58,presence
-36.8,-8.58,presence
-37.63,-8.58,presence
-35.54,-8.57,presence
-38.95,-8.57,presence
-41.57,-8.55,presence
-42.45,-8.55,presence
-36.46,-8.54,presence
-44.43,-8.53,presence
-41.93,-8.53,presence
-35.39,-8.52,presence
-45.19,-8.52,presence
-36.76,-8.51,presence
-41.35,-8.51,presence
-51.21,-8.51,presence
-47.64,-8.5,presence
-36.29,-8.5,presence
-35.69,-8.49,presence
-43.06,-8.49,presence
-40.61,-8.48,presence
-35.86,-8.48,presence
-36.12,-8.48,presence
-48.47,-8.47,presence
-35.95,-8.46,presence
-35.1,-8.46,presence
-39.58,-8.45,presence
-44.02,-8.44,presence
-48.77,-8.44,presence
-49.18,-8.44,presence
-36.65,-8.43,presence
-38.73,-8.43,presence
-35.52,-8.42,presence
-35.62,-8.42,presence
-48.91,-8.4,presence
-39.31,-8.39,presence
-37.02,-8.38,presence
-65.92,-8.38,presence
-42.82,-8.37,presence
-36.56,-8.37,presence
-35.25,-8.37,presence
-35.47,-8.36,presence
-48.22,-8.36,presence
-35.38,-8.34,presence
-35.78,-8.34,presence
-36.27,-8.34,presence
-36.15,-8.34,presence
-43.28,-8.33,presence
-40.99,-8.33,presence
-42.27,-8.33,presence
-45.9,-8.31,presence
-48.02,-8.3,presence
-35.69,-8.3,presence
-46.37,-8.29,presence
-40.27,-8.29,presence
-35.09,-8.28,presence
-48.46,-8.27,presence
-36.41,-8.27,presence
-38.0,-8.26,presence
-35.78,-8.24,presence
-41.81,-8.24,presence
-35.47,-8.24,presence
-35.55,-8.22,presence
-46.82,-8.21,presence
-36.71,-8.21,presence
-40.6,-8.21,presence
-49.53,-8.21,presence
-37.32,-8.2,presence
-44.09,-8.19,presence
-35.41,-8.19,presence
-36.02,-8.19,presence
-41.58,-8.19,presence
-35.31,-8.16,presence
-39.81,-8.16,presence
-37.02,-8.16,presence
-38.73,-8.16,presence
-39.41,-8.16,presence
-43.67,-8.15,presence
-35.14,-8.15,presence
-35.0,-8.15,presence
-37.7,-8.15,presence
-40.77,-8.13,presence
-49.1,-8.13,presence
-41.09,-8.12,presence
-36.77,-8.12,presence
-42.01,-8.12,presence
-42.28,-8.09,presence
-35.87,-8.09,presence
-36.28,-8.08,presence
-37.09,-8.08,presence
-38.99,-8.08,presence
-48.52,-8.07,presence
-38.33,-8.06,presence
-45.44,-8.06,presence
-50.22,-8.06,presence
-36.53,-8.06,presence
-34.94,-8.04,presence
-35.72,-8.03,presence
-47.48,-8.02,presence
-38.1,-8.02,presence
-35.11,-8.02,presence
-35.55,-8.01,presence
-35.35,-8.01,presence
-35.21,-8.01,presence
-36.05,-8.0,presence
-34.87,-8.0,presence
-41.86,-8.0,presence
-48.67,-7.99,presence
-48.98,-7.99,presence
-35.0,-7.98,presence
-72.79,-7.96,presence
-38.99,-7.95,presence
-40.21,-7.95,presence
-35.38,-7.95,presence
-42.61,-7.94,presence
-43.65,-7.94,presence
-35.89,-7.93,presence
-37.9,-7.93,presence
-35.6,-7.91,presence
-34.85,-7.91,presence
-35.3,-7.91,presence
-41.25,-7.91,presence
-41.56,-7.91,presence
-43.32,-7.91,presence
-55.43,-7.91,presence
-36.77,-7.91,presence
